name,sku,basePrice,compareAtPrice,stockOnHand,categoryName,brandName,shortDescription,description,imageUrl
Velvet Wrap Navy,GRS-0216,33,43,72,Textiles & home,Aysel Tekstil,Velvet wrap in navy,Handcrafted velvet wrap finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-wrap-navy-216-1/600/600|https://picsum.photos/seed/velvet-wrap-navy-216-2/600/600|https://picsum.photos/seed/velvet-wrap-navy-216-3/600/600
Linen Necklace Burgundy,GRS-0217,46,,89,Accessories,Bursa Atelier,Linen necklace in burgundy,Handcrafted linen necklace finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-necklace-burgundy-217-1/600/600|https://picsum.photos/seed/linen-necklace-burgundy-217-2/600/600|https://picsum.photos/seed/linen-necklace-burgundy-217-3/600/600|https://picsum.photos/seed/linen-necklace-burgundy-217-4/600/600
Leather Boots Navy,GRS-0218,59,,106,Footwear,Anatolia Co.,Leather boots in navy,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-boots-navy-218-1/600/600|https://picsum.photos/seed/leather-boots-navy-218-2/600/600|https://picsum.photos/seed/leather-boots-navy-218-3/600/600
Cashmere Clutch Burgundy,GRS-0219,72,97,3,Bags & leather goods,House label,Cashmere clutch in burgundy,Handcrafted cashmere clutch finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-clutch-burgundy-219-1/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-219-2/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-219-3/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-219-4/600/600
Cotton Kaftan Navy,GRS-0220,85,,20,Apparel & clothing,Aysel Tekstil,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-220-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-220-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-220-3/600/600
Wool Bedsheet Burgundy,GRS-0221,98,,37,Textiles & home,Bursa Atelier,Wool bedsheet in burgundy,Handcrafted wool bedsheet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-bedsheet-burgundy-221-1/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-221-2/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-221-3/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-221-4/600/600
Denim Gloves Navy,GRS-0222,111,151,54,Accessories,Anatolia Co.,Denim gloves in navy,Handcrafted denim gloves finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-gloves-navy-222-1/600/600|https://picsum.photos/seed/denim-gloves-navy-222-2/600/600|https://picsum.photos/seed/denim-gloves-navy-222-3/600/600
Canvas Loafers Burgundy,GRS-0223,124,,71,Footwear,House label,Canvas loafers in burgundy,Handcrafted canvas loafers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-loafers-burgundy-223-1/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-223-2/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-223-3/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-223-4/600/600
Silk Wallet Navy,GRS-0224,137,,88,Bags & leather goods,Aysel Tekstil,Silk wallet in navy,Handcrafted silk wallet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-wallet-navy-224-1/600/600|https://picsum.photos/seed/silk-wallet-navy-224-2/600/600|https://picsum.photos/seed/silk-wallet-navy-224-3/600/600
Suede Shirt Burgundy,GRS-0225,150,165,105,Apparel & clothing,Bursa Atelier,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-225-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-225-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-225-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-225-4/600/600
Velvet Cushion Cover Navy,GRS-0226,163,,2,Textiles & home,Anatolia Co.,Velvet cushion cover in navy,Handcrafted velvet cushion cover finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-cushion-cover-navy-226-1/600/600|https://picsum.photos/seed/velvet-cushion-cover-navy-226-2/600/600|https://picsum.photos/seed/velvet-cushion-cover-navy-226-3/600/600
Linen Earrings Burgundy,GRS-0227,176,,19,Accessories,House label,Linen earrings in burgundy,Handcrafted linen earrings finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-earrings-burgundy-227-1/600/600|https://picsum.photos/seed/linen-earrings-burgundy-227-2/600/600|https://picsum.photos/seed/linen-earrings-burgundy-227-3/600/600|https://picsum.photos/seed/linen-earrings-burgundy-227-4/600/600
Leather Sandals Navy,GRS-0228,189,219,36,Footwear,Aysel Tekstil,Leather sandals in navy,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-sandals-navy-228-1/600/600|https://picsum.photos/seed/leather-sandals-navy-228-2/600/600|https://picsum.photos/seed/leather-sandals-navy-228-3/600/600
Cashmere Backpack Burgundy,GRS-0229,16,,53,Bags & leather goods,Bursa Atelier,Cashmere backpack in burgundy,Handcrafted cashmere backpack finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-backpack-burgundy-229-1/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-229-2/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-229-3/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-229-4/600/600
Cotton Kaftan Navy,GRS-0230,29,,70,Apparel & clothing,Anatolia Co.,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-230-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-230-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-230-3/600/600
Wool Curtain Burgundy,GRS-0231,42,87,87,Textiles & home,House label,Wool curtain in burgundy,Handcrafted wool curtain finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-curtain-burgundy-231-1/600/600|https://picsum.photos/seed/wool-curtain-burgundy-231-2/600/600|https://picsum.photos/seed/wool-curtain-burgundy-231-3/600/600|https://picsum.photos/seed/wool-curtain-burgundy-231-4/600/600
Denim Scarf Navy,GRS-0232,55,,104,Accessories,Aysel Tekstil,Denim scarf in navy,Handcrafted denim scarf finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-scarf-navy-232-1/600/600|https://picsum.photos/seed/denim-scarf-navy-232-2/600/600|https://picsum.photos/seed/denim-scarf-navy-232-3/600/600
Canvas Heels Burgundy,GRS-0233,68,,1,Footwear,Bursa Atelier,Canvas heels in burgundy,Handcrafted canvas heels finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-heels-burgundy-233-1/600/600|https://picsum.photos/seed/canvas-heels-burgundy-233-2/600/600|https://picsum.photos/seed/canvas-heels-burgundy-233-3/600/600|https://picsum.photos/seed/canvas-heels-burgundy-233-4/600/600
Silk Tote Navy,GRS-0234,81,101,18,Bags & leather goods,Anatolia Co.,Silk tote in navy,Handcrafted silk tote finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-tote-navy-234-1/600/600|https://picsum.photos/seed/silk-tote-navy-234-2/600/600|https://picsum.photos/seed/silk-tote-navy-234-3/600/600
Suede Shirt Burgundy,GRS-0235,94,,35,Apparel & clothing,House label,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-235-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-235-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-235-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-235-4/600/600
Velvet Blanket Navy,GRS-0236,107,,52,Textiles & home,Aysel Tekstil,Velvet blanket in navy,Handcrafted velvet blanket finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-blanket-navy-236-1/600/600|https://picsum.photos/seed/velvet-blanket-navy-236-2/600/600|https://picsum.photos/seed/velvet-blanket-navy-236-3/600/600
Linen Hat Burgundy,GRS-0237,120,155,69,Accessories,Bursa Atelier,Linen hat in burgundy,Handcrafted linen hat finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-hat-burgundy-237-1/600/600|https://picsum.photos/seed/linen-hat-burgundy-237-2/600/600|https://picsum.photos/seed/linen-hat-burgundy-237-3/600/600|https://picsum.photos/seed/linen-hat-burgundy-237-4/600/600
Leather Slippers Navy,GRS-0238,133,,86,Footwear,Anatolia Co.,Leather slippers in navy,Handcrafted leather slippers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-slippers-navy-238-1/600/600|https://picsum.photos/seed/leather-slippers-navy-238-2/600/600|https://picsum.photos/seed/leather-slippers-navy-238-3/600/600
Cashmere Duffel Burgundy,GRS-0239,146,,103,Bags & leather goods,House label,Cashmere duffel in burgundy,Handcrafted cashmere duffel finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-duffel-burgundy-239-1/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-239-2/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-239-3/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-239-4/600/600
Cotton Kaftan Navy,GRS-0240,159,169,0,Apparel & clothing,Aysel Tekstil,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-240-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-240-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-240-3/600/600
Wool Throw Burgundy,GRS-0241,172,,17,Textiles & home,Bursa Atelier,Wool throw in burgundy,Handcrafted wool throw finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-throw-burgundy-241-1/600/600|https://picsum.photos/seed/wool-throw-burgundy-241-2/600/600|https://picsum.photos/seed/wool-throw-burgundy-241-3/600/600|https://picsum.photos/seed/wool-throw-burgundy-241-4/600/600
Denim Bracelet Navy,GRS-0242,185,,34,Accessories,Anatolia Co.,Denim bracelet in navy,Handcrafted denim bracelet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-bracelet-navy-242-1/600/600|https://picsum.photos/seed/denim-bracelet-navy-242-2/600/600|https://picsum.photos/seed/denim-bracelet-navy-242-3/600/600
Canvas Sneakers Burgundy,GRS-0243,198,223,51,Footwear,House label,Canvas sneakers in burgundy,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-sneakers-burgundy-243-1/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-243-2/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-243-3/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-243-4/600/600
Silk Crossbody Bag Navy,GRS-0244,25,,68,Bags & leather goods,Aysel Tekstil,Silk crossbody bag in navy,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-crossbody-bag-navy-244-1/600/600|https://picsum.photos/seed/silk-crossbody-bag-navy-244-2/600/600|https://picsum.photos/seed/silk-crossbody-bag-navy-244-3/600/600
Suede Shirt Burgundy,GRS-0245,38,,85,Apparel & clothing,Bursa Atelier,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-245-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-245-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-245-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-245-4/600/600
Velvet Towel Navy,GRS-0246,51,91,102,Textiles & home,Anatolia Co.,Velvet towel in navy,Handcrafted velvet towel finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-towel-navy-246-1/600/600|https://picsum.photos/seed/velvet-towel-navy-246-2/600/600|https://picsum.photos/seed/velvet-towel-navy-246-3/600/600
Linen Sunglasses Burgundy,GRS-0247,64,,119,Accessories,House label,Linen sunglasses in burgundy,Handcrafted linen sunglasses finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-sunglasses-burgundy-247-1/600/600|https://picsum.photos/seed/linen-sunglasses-burgundy-247-2/600/600|https://picsum.photos/seed/linen-sunglasses-burgundy-247-3/600/600|https://picsum.photos/seed/linen-sunglasses-burgundy-247-4/600/600
Leather Boots Navy,GRS-0248,77,,16,Footwear,Aysel Tekstil,Leather boots in navy,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-boots-navy-248-1/600/600|https://picsum.photos/seed/leather-boots-navy-248-2/600/600|https://picsum.photos/seed/leather-boots-navy-248-3/600/600
Cashmere Clutch Burgundy,GRS-0249,90,105,33,Bags & leather goods,Bursa Atelier,Cashmere clutch in burgundy,Handcrafted cashmere clutch finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-clutch-burgundy-249-1/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-249-2/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-249-3/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-249-4/600/600
Cotton Kaftan Navy,GRS-0250,103,,50,Apparel & clothing,Anatolia Co.,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-250-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-250-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-250-3/600/600
Wool Table Runner Burgundy,GRS-0251,116,,67,Textiles & home,House label,Wool table runner in burgundy,Handcrafted wool table runner finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-table-runner-burgundy-251-1/600/600|https://picsum.photos/seed/wool-table-runner-burgundy-251-2/600/600|https://picsum.photos/seed/wool-table-runner-burgundy-251-3/600/600|https://picsum.photos/seed/wool-table-runner-burgundy-251-4/600/600
Denim Belt Navy,GRS-0252,129,159,84,Accessories,Aysel Tekstil,Denim belt in navy,Handcrafted denim belt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-belt-navy-252-1/600/600|https://picsum.photos/seed/denim-belt-navy-252-2/600/600|https://picsum.photos/seed/denim-belt-navy-252-3/600/600
Canvas Loafers Burgundy,GRS-0253,142,,101,Footwear,Bursa Atelier,Canvas loafers in burgundy,Handcrafted canvas loafers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-loafers-burgundy-253-1/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-253-2/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-253-3/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-253-4/600/600
Silk Wallet Navy,GRS-0254,155,,118,Bags & leather goods,Anatolia Co.,Silk wallet in navy,Handcrafted silk wallet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-wallet-navy-254-1/600/600|https://picsum.photos/seed/silk-wallet-navy-254-2/600/600|https://picsum.photos/seed/silk-wallet-navy-254-3/600/600
Suede Shirt Burgundy,GRS-0255,168,213,15,Apparel & clothing,House label,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-255-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-255-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-255-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-255-4/600/600
Velvet Wrap Navy,GRS-0256,181,,32,Textiles & home,Aysel Tekstil,Velvet wrap in navy,Handcrafted velvet wrap finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-wrap-navy-256-1/600/600|https://picsum.photos/seed/velvet-wrap-navy-256-2/600/600|https://picsum.photos/seed/velvet-wrap-navy-256-3/600/600
Linen Necklace Burgundy,GRS-0257,194,,49,Accessories,Bursa Atelier,Linen necklace in burgundy,Handcrafted linen necklace finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-necklace-burgundy-257-1/600/600|https://picsum.photos/seed/linen-necklace-burgundy-257-2/600/600|https://picsum.photos/seed/linen-necklace-burgundy-257-3/600/600|https://picsum.photos/seed/linen-necklace-burgundy-257-4/600/600
Leather Sandals Navy,GRS-0258,21,41,66,Footwear,Anatolia Co.,Leather sandals in navy,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-sandals-navy-258-1/600/600|https://picsum.photos/seed/leather-sandals-navy-258-2/600/600|https://picsum.photos/seed/leather-sandals-navy-258-3/600/600
Cashmere Backpack Burgundy,GRS-0259,34,,83,Bags & leather goods,House label,Cashmere backpack in burgundy,Handcrafted cashmere backpack finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-backpack-burgundy-259-1/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-259-2/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-259-3/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-259-4/600/600
Cotton Kaftan Navy,GRS-0260,47,,100,Apparel & clothing,Aysel Tekstil,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-260-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-260-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-260-3/600/600
Wool Bedsheet Burgundy,GRS-0261,60,95,117,Textiles & home,Bursa Atelier,Wool bedsheet in burgundy,Handcrafted wool bedsheet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-bedsheet-burgundy-261-1/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-261-2/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-261-3/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-261-4/600/600
Denim Gloves Navy,GRS-0262,73,,14,Accessories,Anatolia Co.,Denim gloves in navy,Handcrafted denim gloves finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-gloves-navy-262-1/600/600|https://picsum.photos/seed/denim-gloves-navy-262-2/600/600|https://picsum.photos/seed/denim-gloves-navy-262-3/600/600
Canvas Heels Burgundy,GRS-0263,86,,31,Footwear,House label,Canvas heels in burgundy,Handcrafted canvas heels finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-heels-burgundy-263-1/600/600|https://picsum.photos/seed/canvas-heels-burgundy-263-2/600/600|https://picsum.photos/seed/canvas-heels-burgundy-263-3/600/600|https://picsum.photos/seed/canvas-heels-burgundy-263-4/600/600
Silk Tote Navy,GRS-0264,99,109,48,Bags & leather goods,Aysel Tekstil,Silk tote in navy,Handcrafted silk tote finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-tote-navy-264-1/600/600|https://picsum.photos/seed/silk-tote-navy-264-2/600/600|https://picsum.photos/seed/silk-tote-navy-264-3/600/600
Suede Shirt Burgundy,GRS-0265,112,,65,Apparel & clothing,Bursa Atelier,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-265-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-265-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-265-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-265-4/600/600
Velvet Cushion Cover Navy,GRS-0266,125,,82,Textiles & home,Anatolia Co.,Velvet cushion cover in navy,Handcrafted velvet cushion cover finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-cushion-cover-navy-266-1/600/600|https://picsum.photos/seed/velvet-cushion-cover-navy-266-2/600/600|https://picsum.photos/seed/velvet-cushion-cover-navy-266-3/600/600
Linen Earrings Burgundy,GRS-0267,138,163,99,Accessories,House label,Linen earrings in burgundy,Handcrafted linen earrings finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-earrings-burgundy-267-1/600/600|https://picsum.photos/seed/linen-earrings-burgundy-267-2/600/600|https://picsum.photos/seed/linen-earrings-burgundy-267-3/600/600|https://picsum.photos/seed/linen-earrings-burgundy-267-4/600/600
Leather Slippers Navy,GRS-0268,151,,116,Footwear,Aysel Tekstil,Leather slippers in navy,Handcrafted leather slippers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-slippers-navy-268-1/600/600|https://picsum.photos/seed/leather-slippers-navy-268-2/600/600|https://picsum.photos/seed/leather-slippers-navy-268-3/600/600
Cashmere Duffel Burgundy,GRS-0269,164,,13,Bags & leather goods,Bursa Atelier,Cashmere duffel in burgundy,Handcrafted cashmere duffel finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-duffel-burgundy-269-1/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-269-2/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-269-3/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-269-4/600/600
Cotton Kaftan Navy,GRS-0270,177,217,30,Apparel & clothing,Anatolia Co.,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-270-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-270-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-270-3/600/600
Wool Curtain Burgundy,GRS-0271,190,,47,Textiles & home,House label,Wool curtain in burgundy,Handcrafted wool curtain finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-curtain-burgundy-271-1/600/600|https://picsum.photos/seed/wool-curtain-burgundy-271-2/600/600|https://picsum.photos/seed/wool-curtain-burgundy-271-3/600/600|https://picsum.photos/seed/wool-curtain-burgundy-271-4/600/600
Denim Scarf Navy,GRS-0272,17,,64,Accessories,Aysel Tekstil,Denim scarf in navy,Handcrafted denim scarf finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-scarf-navy-272-1/600/600|https://picsum.photos/seed/denim-scarf-navy-272-2/600/600|https://picsum.photos/seed/denim-scarf-navy-272-3/600/600
Canvas Sneakers Burgundy,GRS-0273,30,45,81,Footwear,Bursa Atelier,Canvas sneakers in burgundy,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-sneakers-burgundy-273-1/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-273-2/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-273-3/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-273-4/600/600
Silk Crossbody Bag Navy,GRS-0274,43,,98,Bags & leather goods,Anatolia Co.,Silk crossbody bag in navy,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-crossbody-bag-navy-274-1/600/600|https://picsum.photos/seed/silk-crossbody-bag-navy-274-2/600/600|https://picsum.photos/seed/silk-crossbody-bag-navy-274-3/600/600
Suede Shirt Burgundy,GRS-0275,56,,115,Apparel & clothing,House label,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-275-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-275-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-275-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-275-4/600/600
Velvet Blanket Navy,GRS-0276,69,99,12,Textiles & home,Aysel Tekstil,Velvet blanket in navy,Handcrafted velvet blanket finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-blanket-navy-276-1/600/600|https://picsum.photos/seed/velvet-blanket-navy-276-2/600/600|https://picsum.photos/seed/velvet-blanket-navy-276-3/600/600
Linen Hat Burgundy,GRS-0277,82,,29,Accessories,Bursa Atelier,Linen hat in burgundy,Handcrafted linen hat finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-hat-burgundy-277-1/600/600|https://picsum.photos/seed/linen-hat-burgundy-277-2/600/600|https://picsum.photos/seed/linen-hat-burgundy-277-3/600/600|https://picsum.photos/seed/linen-hat-burgundy-277-4/600/600
Leather Boots Navy,GRS-0278,95,,46,Footwear,Anatolia Co.,Leather boots in navy,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-boots-navy-278-1/600/600|https://picsum.photos/seed/leather-boots-navy-278-2/600/600|https://picsum.photos/seed/leather-boots-navy-278-3/600/600
Cashmere Clutch Burgundy,GRS-0279,108,153,63,Bags & leather goods,House label,Cashmere clutch in burgundy,Handcrafted cashmere clutch finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-clutch-burgundy-279-1/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-279-2/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-279-3/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-279-4/600/600
Cotton Kaftan Navy,GRS-0280,121,,80,Apparel & clothing,Aysel Tekstil,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-280-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-280-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-280-3/600/600
Wool Throw Burgundy,GRS-0281,134,,97,Textiles & home,Bursa Atelier,Wool throw in burgundy,Handcrafted wool throw finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-throw-burgundy-281-1/600/600|https://picsum.photos/seed/wool-throw-burgundy-281-2/600/600|https://picsum.photos/seed/wool-throw-burgundy-281-3/600/600|https://picsum.photos/seed/wool-throw-burgundy-281-4/600/600
Denim Bracelet Navy,GRS-0282,147,167,114,Accessories,Anatolia Co.,Denim bracelet in navy,Handcrafted denim bracelet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-bracelet-navy-282-1/600/600|https://picsum.photos/seed/denim-bracelet-navy-282-2/600/600|https://picsum.photos/seed/denim-bracelet-navy-282-3/600/600
Canvas Loafers Burgundy,GRS-0283,160,,11,Footwear,House label,Canvas loafers in burgundy,Handcrafted canvas loafers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-loafers-burgundy-283-1/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-283-2/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-283-3/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-283-4/600/600
Silk Wallet Navy,GRS-0284,173,,28,Bags & leather goods,Aysel Tekstil,Silk wallet in navy,Handcrafted silk wallet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-wallet-navy-284-1/600/600|https://picsum.photos/seed/silk-wallet-navy-284-2/600/600|https://picsum.photos/seed/silk-wallet-navy-284-3/600/600
Suede Shirt Burgundy,GRS-0285,186,221,45,Apparel & clothing,Bursa Atelier,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-285-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-285-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-285-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-285-4/600/600
Velvet Towel Navy,GRS-0286,199,,62,Textiles & home,Anatolia Co.,Velvet towel in navy,Handcrafted velvet towel finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-towel-navy-286-1/600/600|https://picsum.photos/seed/velvet-towel-navy-286-2/600/600|https://picsum.photos/seed/velvet-towel-navy-286-3/600/600
Linen Sunglasses Burgundy,GRS-0287,26,,79,Accessories,House label,Linen sunglasses in burgundy,Handcrafted linen sunglasses finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-sunglasses-burgundy-287-1/600/600|https://picsum.photos/seed/linen-sunglasses-burgundy-287-2/600/600|https://picsum.photos/seed/linen-sunglasses-burgundy-287-3/600/600|https://picsum.photos/seed/linen-sunglasses-burgundy-287-4/600/600
