name,sku,basePrice,compareAtPrice,stockOnHand,categoryName,brandName,shortDescription,description,imageUrl
Denim Jacket Cream,GRS-0197,95,128,15,Apparel & clothing,Bursa Atelier,Denim Jacket in cream,Handcrafted denim jacket finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/36607477/pexels-photo-36607477.jpeg|https://images.pexels.com/photos/34366695/pexels-photo-34366695.jpeg|https://images.pexels.com/photos/5524406/pexels-photo-5524406.jpeg|https://images.pexels.com/photos/32085693/pexels-photo-32085693.jpeg
Denim Jacket Mustard,GRS-0198,95,,29,Apparel & clothing,Bursa Atelier,Denim Jacket in mustard,Handcrafted denim jacket finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/36607477/pexels-photo-36607477.jpeg|https://images.pexels.com/photos/34366695/pexels-photo-34366695.jpeg|https://images.pexels.com/photos/5524406/pexels-photo-5524406.jpeg|https://images.pexels.com/photos/32085693/pexels-photo-32085693.jpeg
Denim Jacket Charcoal,GRS-0199,95,,11,Apparel & clothing,Bursa Atelier,Denim Jacket in charcoal,Handcrafted denim jacket finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/36607477/pexels-photo-36607477.jpeg|https://images.pexels.com/photos/34366695/pexels-photo-34366695.jpeg|https://images.pexels.com/photos/5524406/pexels-photo-5524406.jpeg|https://images.pexels.com/photos/32085693/pexels-photo-32085693.jpeg
Denim Jacket Tan,GRS-0200,95,128,12,Apparel & clothing,Bursa Atelier,Denim Jacket in tan,Handcrafted denim jacket finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/36607477/pexels-photo-36607477.jpeg|https://images.pexels.com/photos/34366695/pexels-photo-34366695.jpeg|https://images.pexels.com/photos/5524406/pexels-photo-5524406.jpeg|https://images.pexels.com/photos/32085693/pexels-photo-32085693.jpeg
Wool Sweater Burgundy,GRS-0201,68,,18,Apparel & clothing,Anatolia Co.,Wool Sweater in burgundy,Handcrafted wool sweater finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7794332/pexels-photo-7794332.jpeg|https://images.pexels.com/photos/14641437/pexels-photo-14641437.jpeg|https://images.pexels.com/photos/5710033/pexels-photo-5710033.jpeg|https://images.pexels.com/photos/29307039/pexels-photo-29307039.jpeg
Wool Sweater Navy,GRS-0202,68,92,26,Apparel & clothing,Anatolia Co.,Wool Sweater in navy,Handcrafted wool sweater finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7794332/pexels-photo-7794332.jpeg|https://images.pexels.com/photos/14641437/pexels-photo-14641437.jpeg|https://images.pexels.com/photos/5710033/pexels-photo-5710033.jpeg|https://images.pexels.com/photos/29307039/pexels-photo-29307039.jpeg
Wool Sweater Black,GRS-0203,68,,18,Apparel & clothing,Anatolia Co.,Wool Sweater in black,Handcrafted wool sweater finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7794332/pexels-photo-7794332.jpeg|https://images.pexels.com/photos/14641437/pexels-photo-14641437.jpeg|https://images.pexels.com/photos/5710033/pexels-photo-5710033.jpeg|https://images.pexels.com/photos/29307039/pexels-photo-29307039.jpeg
Wool Sweater Olive,GRS-0204,68,,28,Apparel & clothing,Anatolia Co.,Wool Sweater in olive,Handcrafted wool sweater finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7794332/pexels-photo-7794332.jpeg|https://images.pexels.com/photos/14641437/pexels-photo-14641437.jpeg|https://images.pexels.com/photos/5710033/pexels-photo-5710033.jpeg|https://images.pexels.com/photos/29307039/pexels-photo-29307039.jpeg
Wool Sweater Cream,GRS-0205,68,92,12,Apparel & clothing,Anatolia Co.,Wool Sweater in cream,Handcrafted wool sweater finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7794332/pexels-photo-7794332.jpeg|https://images.pexels.com/photos/14641437/pexels-photo-14641437.jpeg|https://images.pexels.com/photos/5710033/pexels-photo-5710033.jpeg|https://images.pexels.com/photos/29307039/pexels-photo-29307039.jpeg
Wool Sweater Mustard,GRS-0206,68,,62,Apparel & clothing,Anatolia Co.,Wool Sweater in mustard,Handcrafted wool sweater finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7794332/pexels-photo-7794332.jpeg|https://images.pexels.com/photos/14641437/pexels-photo-14641437.jpeg|https://images.pexels.com/photos/5710033/pexels-photo-5710033.jpeg|https://images.pexels.com/photos/29307039/pexels-photo-29307039.jpeg
Wool Sweater Charcoal,GRS-0207,68,,95,Apparel & clothing,Anatolia Co.,Wool Sweater in charcoal,Handcrafted wool sweater finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7794332/pexels-photo-7794332.jpeg|https://images.pexels.com/photos/14641437/pexels-photo-14641437.jpeg|https://images.pexels.com/photos/5710033/pexels-photo-5710033.jpeg|https://images.pexels.com/photos/29307039/pexels-photo-29307039.jpeg
Wool Sweater Tan,GRS-0208,68,92,71,Apparel & clothing,Anatolia Co.,Wool Sweater in tan,Handcrafted wool sweater finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7794332/pexels-photo-7794332.jpeg|https://images.pexels.com/photos/14641437/pexels-photo-14641437.jpeg|https://images.pexels.com/photos/5710033/pexels-photo-5710033.jpeg|https://images.pexels.com/photos/29307039/pexels-photo-29307039.jpeg
Linen Trousers Burgundy,GRS-0209,62,,69,Apparel & clothing,House label,Linen Trousers in burgundy,Handcrafted linen trousers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5393448/pexels-photo-5393448.jpeg|https://images.pexels.com/photos/31444321/pexels-photo-31444321.jpeg|https://images.pexels.com/photos/9464625/pexels-photo-9464625.jpeg|https://images.pexels.com/photos/5175677/pexels-photo-5175677.jpeg
Linen Trousers Navy,GRS-0210,62,84,26,Apparel & clothing,House label,Linen Trousers in navy,Handcrafted linen trousers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5393448/pexels-photo-5393448.jpeg|https://images.pexels.com/photos/31444321/pexels-photo-31444321.jpeg|https://images.pexels.com/photos/9464625/pexels-photo-9464625.jpeg|https://images.pexels.com/photos/5175677/pexels-photo-5175677.jpeg
Linen Trousers Black,GRS-0211,62,,56,Apparel & clothing,House label,Linen Trousers in black,Handcrafted linen trousers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5393448/pexels-photo-5393448.jpeg|https://images.pexels.com/photos/31444321/pexels-photo-31444321.jpeg|https://images.pexels.com/photos/9464625/pexels-photo-9464625.jpeg|https://images.pexels.com/photos/5175677/pexels-photo-5175677.jpeg
Linen Trousers Olive,GRS-0212,62,,57,Apparel & clothing,House label,Linen Trousers in olive,Handcrafted linen trousers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5393448/pexels-photo-5393448.jpeg|https://images.pexels.com/photos/31444321/pexels-photo-31444321.jpeg|https://images.pexels.com/photos/9464625/pexels-photo-9464625.jpeg|https://images.pexels.com/photos/5175677/pexels-photo-5175677.jpeg
Linen Trousers Cream,GRS-0213,62,84,36,Apparel & clothing,House label,Linen Trousers in cream,Handcrafted linen trousers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5393448/pexels-photo-5393448.jpeg|https://images.pexels.com/photos/31444321/pexels-photo-31444321.jpeg|https://images.pexels.com/photos/9464625/pexels-photo-9464625.jpeg|https://images.pexels.com/photos/5175677/pexels-photo-5175677.jpeg
Linen Trousers Mustard,GRS-0214,62,,99,Apparel & clothing,House label,Linen Trousers in mustard,Handcrafted linen trousers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5393448/pexels-photo-5393448.jpeg|https://images.pexels.com/photos/31444321/pexels-photo-31444321.jpeg|https://images.pexels.com/photos/9464625/pexels-photo-9464625.jpeg|https://images.pexels.com/photos/5175677/pexels-photo-5175677.jpeg
Linen Trousers Charcoal,GRS-0215,62,,51,Apparel & clothing,House label,Linen Trousers in charcoal,Handcrafted linen trousers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5393448/pexels-photo-5393448.jpeg|https://images.pexels.com/photos/31444321/pexels-photo-31444321.jpeg|https://images.pexels.com/photos/9464625/pexels-photo-9464625.jpeg|https://images.pexels.com/photos/5175677/pexels-photo-5175677.jpeg
Linen Trousers Tan,GRS-0216,62,84,62,Apparel & clothing,House label,Linen Trousers in tan,Handcrafted linen trousers finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/5393448/pexels-photo-5393448.jpeg|https://images.pexels.com/photos/31444321/pexels-photo-31444321.jpeg|https://images.pexels.com/photos/9464625/pexels-photo-9464625.jpeg|https://images.pexels.com/photos/5175677/pexels-photo-5175677.jpeg
Pleated Skirt Burgundy,GRS-0217,54,,26,Apparel & clothing,Aysel Tekstil,Pleated Skirt in burgundy,Handcrafted pleated skirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4271569/pexels-photo-4271569.jpeg|https://images.pexels.com/photos/19451307/pexels-photo-19451307.jpeg|https://images.pexels.com/photos/13929182/pexels-photo-13929182.jpeg|https://images.pexels.com/photos/5542969/pexels-photo-5542969.jpeg
Pleated Skirt Navy,GRS-0218,54,73,77,Apparel & clothing,Aysel Tekstil,Pleated Skirt in navy,Handcrafted pleated skirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4271569/pexels-photo-4271569.jpeg|https://images.pexels.com/photos/19451307/pexels-photo-19451307.jpeg|https://images.pexels.com/photos/13929182/pexels-photo-13929182.jpeg|https://images.pexels.com/photos/5542969/pexels-photo-5542969.jpeg
Pleated Skirt Black,GRS-0219,54,,86,Apparel & clothing,Aysel Tekstil,Pleated Skirt in black,Handcrafted pleated skirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4271569/pexels-photo-4271569.jpeg|https://images.pexels.com/photos/19451307/pexels-photo-19451307.jpeg|https://images.pexels.com/photos/13929182/pexels-photo-13929182.jpeg|https://images.pexels.com/photos/5542969/pexels-photo-5542969.jpeg
Pleated Skirt Olive,GRS-0220,54,,98,Apparel & clothing,Aysel Tekstil,Pleated Skirt in olive,Handcrafted pleated skirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4271569/pexels-photo-4271569.jpeg|https://images.pexels.com/photos/19451307/pexels-photo-19451307.jpeg|https://images.pexels.com/photos/13929182/pexels-photo-13929182.jpeg|https://images.pexels.com/photos/5542969/pexels-photo-5542969.jpeg
Pleated Skirt Cream,GRS-0221,54,73,44,Apparel & clothing,Aysel Tekstil,Pleated Skirt in cream,Handcrafted pleated skirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4271569/pexels-photo-4271569.jpeg|https://images.pexels.com/photos/19451307/pexels-photo-19451307.jpeg|https://images.pexels.com/photos/13929182/pexels-photo-13929182.jpeg|https://images.pexels.com/photos/5542969/pexels-photo-5542969.jpeg
Pleated Skirt Mustard,GRS-0222,54,,55,Apparel & clothing,Aysel Tekstil,Pleated Skirt in mustard,Handcrafted pleated skirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4271569/pexels-photo-4271569.jpeg|https://images.pexels.com/photos/19451307/pexels-photo-19451307.jpeg|https://images.pexels.com/photos/13929182/pexels-photo-13929182.jpeg|https://images.pexels.com/photos/5542969/pexels-photo-5542969.jpeg
Pleated Skirt Charcoal,GRS-0223,54,,58,Apparel & clothing,Aysel Tekstil,Pleated Skirt in charcoal,Handcrafted pleated skirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4271569/pexels-photo-4271569.jpeg|https://images.pexels.com/photos/19451307/pexels-photo-19451307.jpeg|https://images.pexels.com/photos/13929182/pexels-photo-13929182.jpeg|https://images.pexels.com/photos/5542969/pexels-photo-5542969.jpeg
Pleated Skirt Tan,GRS-0224,54,73,81,Apparel & clothing,Aysel Tekstil,Pleated Skirt in tan,Handcrafted pleated skirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4271569/pexels-photo-4271569.jpeg|https://images.pexels.com/photos/19451307/pexels-photo-19451307.jpeg|https://images.pexels.com/photos/13929182/pexels-photo-13929182.jpeg|https://images.pexels.com/photos/5542969/pexels-photo-5542969.jpeg
Wool Coat Burgundy,GRS-0225,120,,14,Apparel & clothing,Bosphorus Trading Co.,Wool Coat in burgundy,Handcrafted wool coat finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/19129082/pexels-photo-19129082.jpeg|https://images.pexels.com/photos/19354455/pexels-photo-19354455.jpeg|https://images.pexels.com/photos/8328597/pexels-photo-8328597.jpeg|https://images.pexels.com/photos/21835288/pexels-photo-21835288.jpeg
Wool Coat Navy,GRS-0226,120,162,60,Apparel & clothing,Bosphorus Trading Co.,Wool Coat in navy,Handcrafted wool coat finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/19129082/pexels-photo-19129082.jpeg|https://images.pexels.com/photos/19354455/pexels-photo-19354455.jpeg|https://images.pexels.com/photos/8328597/pexels-photo-8328597.jpeg|https://images.pexels.com/photos/21835288/pexels-photo-21835288.jpeg
Wool Coat Black,GRS-0227,120,,62,Apparel & clothing,Bosphorus Trading Co.,Wool Coat in black,Handcrafted wool coat finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/19129082/pexels-photo-19129082.jpeg|https://images.pexels.com/photos/19354455/pexels-photo-19354455.jpeg|https://images.pexels.com/photos/8328597/pexels-photo-8328597.jpeg|https://images.pexels.com/photos/21835288/pexels-photo-21835288.jpeg
Wool Coat Olive,GRS-0228,120,,30,Apparel & clothing,Bosphorus Trading Co.,Wool Coat in olive,Handcrafted wool coat finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/19129082/pexels-photo-19129082.jpeg|https://images.pexels.com/photos/19354455/pexels-photo-19354455.jpeg|https://images.pexels.com/photos/8328597/pexels-photo-8328597.jpeg|https://images.pexels.com/photos/21835288/pexels-photo-21835288.jpeg
Wool Coat Cream,GRS-0229,120,162,66,Apparel & clothing,Bosphorus Trading Co.,Wool Coat in cream,Handcrafted wool coat finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/19129082/pexels-photo-19129082.jpeg|https://images.pexels.com/photos/19354455/pexels-photo-19354455.jpeg|https://images.pexels.com/photos/8328597/pexels-photo-8328597.jpeg|https://images.pexels.com/photos/21835288/pexels-photo-21835288.jpeg
Wool Coat Mustard,GRS-0230,120,,42,Apparel & clothing,Bosphorus Trading Co.,Wool Coat in mustard,Handcrafted wool coat finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/19129082/pexels-photo-19129082.jpeg|https://images.pexels.com/photos/19354455/pexels-photo-19354455.jpeg|https://images.pexels.com/photos/8328597/pexels-photo-8328597.jpeg|https://images.pexels.com/photos/21835288/pexels-photo-21835288.jpeg
Wool Coat Charcoal,GRS-0231,120,,24,Apparel & clothing,Bosphorus Trading Co.,Wool Coat in charcoal,Handcrafted wool coat finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/19129082/pexels-photo-19129082.jpeg|https://images.pexels.com/photos/19354455/pexels-photo-19354455.jpeg|https://images.pexels.com/photos/8328597/pexels-photo-8328597.jpeg|https://images.pexels.com/photos/21835288/pexels-photo-21835288.jpeg
Wool Coat Tan,GRS-0232,120,162,30,Apparel & clothing,Bosphorus Trading Co.,Wool Coat in tan,Handcrafted wool coat finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/19129082/pexels-photo-19129082.jpeg|https://images.pexels.com/photos/19354455/pexels-photo-19354455.jpeg|https://images.pexels.com/photos/8328597/pexels-photo-8328597.jpeg|https://images.pexels.com/photos/21835288/pexels-photo-21835288.jpeg
